"12bf -- Household income and expenditure by area, annually, 2000-2020",,,,,,,,
,,,,,,,,
Sector,Area,Transaction,"2015 At current prices, millions of euro","2016 At current prices, millions of euro","2017 At current prices, millions of euro","2018 At current prices, millions of euro","2019 At current prices, millions of euro","2020 At current prices, millions of euro"
S14 Households,SK192 Kemi-Tornio,"D12R Employer's social security contributions, income",179,181,168,166,166,156
S14 Households,SK192 Kemi-Tornio,"D4OMR  Property income, (incl. holding gains and losses), income",85,79,107,94,109,86
S14 Households,SK192 Kemi-Tornio,"D4K Property income, expenditure",9,6,5,6,6,5
S14 Households,SK192 Kemi-Tornio,B5N Net national income,1199,1202,1225,1231,1255,1219
S14 Households,SK192 Kemi-Tornio,"D62R Social benefits other than social transfers in kind, income",505,509,511,504,508,528
S14 Households,SK192 Kemi-Tornio,"D7R Other current transfers, income",26,27,30,27,29,28
S14 Households,SK192 Kemi-Tornio,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",281,281,281,281,287,292
S14 Households,SK192 Kemi-Tornio,D61K Employer's social security contributions,263,268,259,261,264,254
S14 Households,SK192 Kemi-Tornio,"D7K Other current transfers, expenditure",48,46,47,46,48,47
S14 Households,SK192 Kemi-Tornio,"B6N Disposable income, net",1138,1143,1179,1174,1194,1183
S14 Households,SK193 Torniolaakso,"B2N Operating surplus, net",16,16,15,16,15,17
S14 Households,SK193 Torniolaakso,"B3N Mixed income, net",11,12,12,14,14,15
S14 Households,SK193 Torniolaakso,"D11R Wages and salaries received, income",79,79,80,81,82,79
S14 Households,SK193 Torniolaakso,"D12R Employer's social security contributions, income",18,18,17,17,16,15
S14 Households,SK193 Torniolaakso,"D4OMR  Property income, (incl. holding gains and losses), income",14,16,15,14,16,13
S14 Households,SK193 Torniolaakso,"D4K Property income, expenditure",1,1,1,1,1,1
S14 Households,SK193 Torniolaakso,B5N Net national income,137,140,139,141,142,137
S14 Households,SK193 Torniolaakso,"D62R Social benefits other than social transfers in kind, income",77,77,76,72,73,75
S14 Households,SK193 Torniolaakso,"D7R Other current transfers, income",4,4,5,5,5,4
S14 Households,SK193 Torniolaakso,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",31,32,30,31,31,32
S14 Households,SK193 Torniolaakso,D61K Employer's social security contributions,27,27,26,26,26,25
S14 Households,SK193 Torniolaakso,"D7K Other current transfers, expenditure",7,6,7,6,6,6
S14 Households,SK193 Torniolaakso,"B6N Disposable income, net",154,156,157,154,155,154
S14 Households,SK194 Itä-Lappi,"B2N Operating surplus, net",33,33,32,32,30,31
S14 Households,SK194 Itä-Lappi,"B3N Mixed income, net",27,27,28,29,33,30
S14 Households,SK194 Itä-Lappi,"D11R Wages and salaries received, income",161,160,160,164,167,163
S14 Households,SK194 Itä-Lappi,"D12R Employer's social security contributions, income",37,37,35,34,34,31
S14 Households,SK194 Itä-Lappi,"D4OMR  Property income, (incl. holding gains and losses), income",24,23,29,26,29,22
S14 Households,SK194 Itä-Lappi,"D4K Property income, expenditure",2,2,1,1,1,1
S14 Households,SK194 Itä-Lappi,B5N Net national income,280,279,283,284,290,275
S14 Households,SK194 Itä-Lappi,"D62R Social benefits other than social transfers in kind, income",175,174,173,169,171,177
S14 Households,SK194 Itä-Lappi,"D7R Other current transfers, income",8,9,10,9,9,9
S14 Households,SK194 Itä-Lappi,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",67,68,66,66,68,68
S14 Households,SK194 Itä-Lappi,D61K Employer's social security contributions,56,57,54,54,55,51
S14 Households,SK194 Itä-Lappi,"D7K Other current transfers, expenditure",14,13,14,13,14,14
S14 Households,SK194 Itä-Lappi,"B6N Disposable income, net",326,324,332,327,334,328
S14 Households,SK196 Tunturi-Lappi,"B2N Operating surplus, net",23,22,22,23,24,28
S14 Households,SK196 Tunturi-Lappi,"B3N Mixed income, net",26,27,28,29,29,32
S14 Households,SK196 Tunturi-Lappi,"D11R Wages and salaries received, income",177,181,187,200,208,203
S14 Households,SK196 Tunturi-Lappi,"D12R Employer's social security contributions, income",41,42,40,41,42,38
S14 Households,SK196 Tunturi-Lappi,"D4OMR  Property income, (incl. holding gains and losses), income",27,26,32,30,32,29
S14 Households,SK196 Tunturi-Lappi,"D4K Property income, expenditure",2,2,1,2,2,1
S14 Households,SK196 Tunturi-Lappi,B5N Net national income,292,296,308,322,334,330
S14 Households,SK196 Tunturi-Lappi,"D62R Social benefits other than social transfers in kind, income",116,116,115,113,115,124
S14 Households,SK196 Tunturi-Lappi,"D7R Other current transfers, income",7,8,8,8,8,8
S14 Households,SK196 Tunturi-Lappi,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",61,63,65,66,68,68
S14 Households,SK196 Tunturi-Lappi,D61K Employer's social security contributions,60,62,62,64,66,62
S14 Households,SK196 Tunturi-Lappi,"D7K Other current transfers, expenditure",12,11,12,12,13,13
S14 Households,SK196 Tunturi-Lappi,"B6N Disposable income, net",282,283,294,301,310,318
S14 Households,SK197 Pohjois-Lappi,"B2N Operating surplus, net",28,28,28,27,26,27
S14 Households,SK197 Pohjois-Lappi,"B3N Mixed income, net",28,29,32,36,31,32
S14 Households,SK197 Pohjois-Lappi,"D11R Wages and salaries received, income",221,223,230,242,253,244
S14 Households,SK197 Pohjois-Lappi,"D12R Employer's social security contributions, income",50,51,48,49,50,45
S14 Households,SK197 Pohjois-Lappi,"D4OMR  Property income, (incl. holding gains and losses), income",31,27,32,31,36,29
S14 Households,SK197 Pohjois-Lappi,"D4K Property income, expenditure",2,2,2,2,2,1
S14 Households,SK197 Pohjois-Lappi,B5N Net national income,356,356,369,382,394,375
S14 Households,SK197 Pohjois-Lappi,"D62R Social benefits other than social transfers in kind, income",145,145,144,141,144,152
S14 Households,SK197 Pohjois-Lappi,"D7R Other current transfers, income",7,8,9,9,9,8
S14 Households,SK197 Pohjois-Lappi,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",77,77,77,76,79,80
S14 Households,SK197 Pohjois-Lappi,D61K Employer's social security contributions,73,75,74,76,79,74
S14 Households,SK197 Pohjois-Lappi,"D7K Other current transfers, expenditure",14,13,14,13,14,14
S14 Households,SK197 Pohjois-Lappi,"B6N Disposable income, net",345,345,358,367,374,368
S14 Households,SK211 Mariehamns stad,"B2N Operating surplus, net",19,20,20,19,17,18
S14 Households,SK211 Mariehamns stad,"B3N Mixed income, net",26,12,19,13,17,16
S14 Households,SK211 Mariehamns stad,"D11R Wages and salaries received, income",221,222,222,226,238,224
S14 Households,SK211 Mariehamns stad,"D12R Employer's social security contributions, income",51,52,48,47,48,43
S14 Households,SK211 Mariehamns stad,"D4OMR  Property income, (incl. holding gains and losses), income",64,55,42,45,49,43
S14 Households,SK211 Mariehamns stad,"D4K Property income, expenditure",2,1,1,1,1,1
S14 Households,SK211 Mariehamns stad,B5N Net national income,380,359,349,348,368,344
S14 Households,SK211 Mariehamns stad,"D62R Social benefits other than social transfers in kind, income",99,101,104,99,102,108
S14 Households,SK211 Mariehamns stad,"D7R Other current transfers, income",5,5,5,4,5,4
S14 Households,SK211 Mariehamns stad,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",83,80,79,74,80,76
S14 Households,SK211 Mariehamns stad,D61K Employer's social security contributions,74,75,72,72,75,69
S14 Households,SK211 Mariehamns stad,"D7K Other current transfers, expenditure",13,13,13,12,12,12
S14 Households,SK211 Mariehamns stad,"B6N Disposable income, net",314,296,295,294,308,299
S14 Households,SK212 Ålands landsbygd,"B2N Operating surplus, net",36,38,39,37,33,35
S14 Households,SK212 Ålands landsbygd,"B3N Mixed income, net",27,29,31,30,40,40
S14 Households,SK212 Ålands landsbygd,"D11R Wages and salaries received, income",260,265,269,278,289,288
S14 Households,SK212 Ålands landsbygd,"D12R Employer's social security contributions, income",60,62,58,57,58,55
S14 Households,SK212 Ålands landsbygd,"D4OMR  Property income, (incl. holding gains and losses), income",48,46,42,49,48,47
S14 Households,SK212 Ålands landsbygd,"D4K Property income, expenditure",4,3,3,3,3,3
S14 Households,SK212 Ålands landsbygd,B5N Net national income,427,437,437,448,465,462
S14 Households,SK212 Ålands landsbygd,"D62R Social benefits other than social transfers in kind, income",102,104,106,102,106,112
S14 Households,SK212 Ålands landsbygd,"D7R Other current transfers, income",6,6,7,7,8,8
S14 Households,SK212 Ålands landsbygd,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",79,80,80,76,85,87
S14 Households,SK212 Ålands landsbygd,D61K Employer's social security contributions,87,89,87,88,91,88
S14 Households,SK212 Ålands landsbygd,"D7K Other current transfers, expenditure",17,18,17,17,18,19
S14 Households,SK212 Ålands landsbygd,"B6N Disposable income, net",352,360,367,376,384,388
S14 Households,SK213 Ålands skärgård,"B2N Operating surplus, net",5,5,5,5,5,5
S14 Households,SK213 Ålands skärgård,"B3N Mixed income, net",4,5,5,5,5,6
S14 Households,SK213 Ålands skärgård,"D11R Wages and salaries received, income",29,29,29,29,30,30
S14 Households,SK213 Ålands skärgård,"D12R Employer's social security contributions, income",7,7,6,6,6,6
S14 Households,SK213 Ålands skärgård,"D4OMR  Property income, (incl. holding gains and losses), income",10,9,7,8,7,11
S14 Households,SK213 Ålands skärgård,"D4K Property income, expenditure",1,0,0,0,0,0
S14 Households,SK213 Ålands skärgård,B5N Net national income,55,55,53,52,52,56
S14 Households,SK213 Ålands skärgård,"D62R Social benefits other than social transfers in kind, income",20,20,21,18,19,20
S14 Households,SK213 Ålands skärgård,"D7R Other current transfers, income",1,1,1,1,1,1
S14 Households,SK213 Ålands skärgård,"D5K Income, property and other direct taxes excl. capital taxes, expenditure",11,11,11,10,11,12
S14 Households,SK213 Ålands skärgård,D61K Employer's social security contributions,10,10,9,9,10,9
S14 Households,SK213 Ålands skärgård,"D7K Other current transfers, expenditure",3,2,2,2,2,2
S14 Households,SK213 Ålands skärgård,"B6N Disposable income, net",52,53,51,50,50,54
